"","Name","URL","npcurl","locale","highdeg","control","Admission Rate","Size of School","Degree Type","ugds_men","ugds_women","preddeg","Enrollment","satvrmid","satmtmid","longitude","latitude","Average Debt","satwrmid","State","c150_l4","City","Tuition","Region","Sourrounding area"
"2824","Arkansas Northeastern College","www.anc.edu","www.anc.edu",41,2,1,NA,"Small","Certificate Degree",0.3196,0.6804,1,1014,NA,NA,-89.922491,35.897362,4000,NA,"AR",0.177,"Blytheville",9990,"Southeast","Rural"
"2825","Arkansas State University Mid-South","www.asumidsouth.edu","www.asumidsouth.edu/NetPriceCalculator16/npcalc.htm",21,2,1,NA,"Small","Certificate Degree",0.3242,0.6758,1,978,NA,NA,-90.22285,35.145736,NA,NA,"AR",0.12,"West Memphis",12056,"Southeast","Suburban"
"2826","Hendrix College","www.hendrix.edu","www.hendrix.edu/Admission/PriceCalculator/",13,4,2,0.8297,"Small","Bachelor Degree",0.4308,0.5692,3,1303,615,605,-92.442021,35.09972,23000,NA,"AR",NA,"Conway",54087,"Southeast","Urban"
"2827","Lyon College","www.lyon.edu","https://my.lyon.edu/ics/default.aspx",33,3,2,0.6231,"Small","Bachelor Degree",0.4734,0.5266,3,675,570,560,-91.628115,35.778934,23500,NA,"AR",NA,"Batesville",34566,"Southeast","Rural"
"2828","Reid State Technical College","www.rstc.edu","www.rstc.edu",41,2,1,NA,"Small","Certificate Degree",0.3692,0.6308,1,422,NA,NA,-86.964486,31.46071,NA,NA,"AL",0.3648,"Evergreen",9233,"Southeast","Rural"
"2829","Baptist Health College-Little Rock","https://www.bhclr.edu","https://www.bhclr.edu/student-services/accounts/netprice/npcalc.htm",12,1,2,0.7625,"Small","Certificate Degree",0.1187,0.8813,1,663,NA,NA,-92.40692,34.713115,11550,NA,"AR",0.4032,"Little Rock",24556,"Southeast","Urban"
"2830","Alabama Southern Community College","www.ascc.edu","www.ascc.edu",41,2,1,NA,"Small","Associate Degree",0.3472,0.6528,2,1151,NA,NA,-87.326352,31.488925,NA,NA,"AL",0.2667,"Monroeville",10823,"Southeast","Rural"
"2831","Jefferson Davis Community College","www.jdcc.edu","www.jdcc.edu/netpricecalculator/",32,2,1,NA,"Small","Associate Degree",0.441,0.559,2,1036,NA,NA,-87.085829,31.101995,NA,NA,"AL",0.2724,"Brewton",9175,"Southeast","Suburban"
"2832","Northland Pioneer College","www.npc.edu","www.npc.edu/net-price-calculator",41,2,1,NA,"Small","Certificate Degree",0.3217,0.6783,1,1614,NA,NA,-110.1316,34.922221,NA,NA,"AZ",0.0606,"Holbrook",13304,"Southwest","Rural"
"2833","Marion Military Institute","www.marionmilitary.edu","www.marionmilitary.edu/admissions/netcalc/npcalc.htm",43,2,1,0.6737,"Small","Associate Degree",0.8386,0.1614,2,450,530,545,-87.317998,32.622359,10890.5,NA,"AL",0.248,"Marion",16328,"Southeast","Rural"
"2834","CollegeAmerica-Flagstaff","www.collegeamerica.edu","https://www.collegeamerica.edu/net-price-calculator",13,3,2,NA,"Small","Associate Degree",0.1922,0.8078,2,137,NA,NA,-111.65739,35.194607,24479,NA,"AZ",NA,"Flagstaff",30875,"Southwest","Urban"
"2835","Arizona State University-Tempe","www.asu.edu/","https://students.asu.edu/financialaid/net-price",12,4,1,0.8891,"Large","Bachelor Degree",0.4968,0.5032,3,41222,545,560,-111.934629,33.422247,18500,NA,"AZ",NA,"Tempe",23440,"Southwest","Urban"
"2836","Yeshivas Novominsk","yeshivasnovominsk.com","https://sites.google.com/site/yeshivasnovominskny/",11,0,2,1,"Small","Bachelor Degree",1,0,3,144,NA,NA,-73.989901,40.623611,NA,NA,"NY",NA,"Brooklyn",17111,"Northeast","Urban"
"2837","Pennsylvania Highlands Community College","www.pennhighlands.edu","https://my.pennhighlands.edu/ICS/Net_Price_Calculator_2014-2015.jnz?portlet=Net_Price_Calculator_Tool_-_2014-2015",23,2,1,NA,"Small","Associate Degree",0.4235,0.5765,2,1136,NA,NA,-78.837175,40.26408,7585,NA,"PA",0.1757,"Johnstown",9458,"Northeast","Suburban"
"2838","The Illinois Institute of Art-Schaumburg","www.artinstitutes.edu/schaumburg","tcc.noellevitz.com/edmc/Freshman-Students Net Price Calculator",13,3,3,0.9444,"Small","Bachelor Degree",0.5146,0.4854,3,685,NA,NA,-88.043871,42.045749,27000,NA,"IL",NA,"Schaumburg",30619,"Great Lakes","Urban"
"2839","ITT Technical Institute-Webster","www.itt-tech.edu","www.itt-tech.edu/npc",21,3,3,0.8207,"Small","Associate Degree",0.7944,0.2056,2,364,NA,NA,-95.121314,29.525114,18666,NA,"TX",NA,"Webster",28043,"Southwest","Suburban"
"2840","ITT Technical Institute-Hialeah","www.itt-tech.edu","www.itt-tech.edu/npc",21,3,3,0.6968,"Small","Associate Degree",0.7738,0.2262,2,333,NA,NA,-80.296001,25.94018,18666,NA,"FL",NA,"Hialeah",28921,"Southeast","Suburban"
"2841","Golf Academy of America-Phoenix","www.golfacademy.edu","https://enroll.golfacademy.edu/Npc",21,2,3,NA,"Small","Associate Degree",0.9691,0.0309,2,143,NA,NA,-111.839941,33.33622,17596.5,NA,"AZ",0.8269,"Chandler",26900,"Southwest","Suburban"
"2842","Urban College of Boston","www.urbancollege.edu","nces.ed.gov/ipeds/netpricecalculator/",11,2,2,NA,"Small","Associate Degree",0.0541,0.9459,2,751,NA,NA,-71.064378,42.352944,NA,NA,"MA",0.3333,"Boston",17764,"Northeast","Urban"
"2843","Oconee Fall Line Technical College","www.oftc.edu","cfpublic.oftc.edu/netprice/npcalc.htm",41,2,1,NA,"Small","Certificate Degree",0.3012,0.6988,1,1337,NA,NA,-82.839621,32.996687,3415.5,NA,"GA",0.4133,"Sandersville",7628,"Southeast","Rural"
"2844","Florida International University","www.fiu.edu","finance.fiu.edu/controller/UG_Calculator.htm",21,4,1,0.4046,"Large","Bachelor Degree",0.4439,0.5561,3,40208,570,570,-80.377591,25.757111,14500,560,"FL",NA,"Miami",18727,"Southeast","Suburban"
"2845","Palm Beach State College","www.palmbeachstate.edu/","www.palmbeachstate.edu/financialaid/net-price-calculator.aspx",21,3,1,NA,"Large","Associate Degree",0.438,0.562,2,26351,NA,NA,-80.087104,26.613214,5500,NA,"FL",NA,"Lake Worth",7801,"Southeast","Suburban"
"2846","Miami Dade College","www.mdc.edu/main/","www.mdc.edu/netpricecalculator/npcalc.htm",11,3,1,NA,"Large","Associate Degree",0.4189,0.5811,2,57884,NA,NA,-80.190856,25.777717,6374.5,NA,"FL",NA,"Miami",14140,"Southeast","Urban"
"2847","University of Florida","www.ufl.edu/","npc.collegeboard.org/student/app/ufl",12,4,1,0.441,"Large","Bachelor Degree",0.4492,0.5508,3,32376,625,640,-82.339958,29.649428,14607.5,620,"FL",NA,"Gainesville",20467,"Southeast","Urban"
"2848","Everest University-North Orlando","www.everest.edu/campus/north_orlando","www.Everest.edu/npc",21,4,2,NA,"Small","Certificate Degree",0.3011,0.6989,1,272,NA,NA,-81.387438,28.610884,25379,NA,"FL",NA,"Orlando",26349,"Southeast","Suburban"
"2849","Hobe Sound Bible College","www.hsbc.edu","www.hsbc.edu/wp-content/uploads/2015/06/HSBC-Tuition-16-17.pdf",21,3,2,NA,"Small","Bachelor Degree",0.5469,0.4531,3,228,NA,NA,-80.132413,27.066473,NA,NA,"FL",NA,"Hobe Sound",12787,"Southeast","Suburban"
"2850","Indian River State College","www.irsc.edu","https://esweb.irsc.edu/Mariner/finaid/netprice/npcalc.htm",21,3,1,NA,"Large","Associate Degree",0.3956,0.6044,2,14403,NA,NA,-80.35785,27.423121,4500,NA,"FL",NA,"Fort Pierce",6483,"Southeast","Suburban"
"2851","Gulf Coast State College","www.gulfcoast.edu/default.htm","www.gulfcoast.edu/tuition-aid/financial-aid/net-price-calculator/index.html",13,3,1,NA,"Mid-sized","Associate Degree",0.4389,0.5611,2,4258,NA,NA,-85.727249,30.186104,5310,NA,"FL",NA,"Panama City",9765,"Southeast","Urban"
"2852","University of Miami","www.miami.edu/","public.cgcent.miami.edu/AttendanceCalculator/",21,4,2,0.397,"Large","Bachelor Degree",0.4878,0.5122,3,10768,650,675,-80.27645,25.720406,21250,640,"FL",NA,"Coral Gables",61666,"Southeast","Suburban"
"2853","AI Miami International University of Art and Design","www.artinstitutes.edu/miami/","https://tcc.noellevitz.com/edmc/Freshman-Students Net Price Calculator",11,4,3,0.7654,"Mid-sized","Bachelor Degree",0.4148,0.5852,3,2412,NA,NA,-80.18839,25.790008,31000,NA,"FL",NA,"Miami",29249,"Southeast","Urban"
"2854","Florida Memorial University","www.fmuniv.edu","www.fmuniv.edu/netpricecalc/npcalc.htm",21,4,2,0.9046,"Small","Bachelor Degree",0.3872,0.6128,3,1399,NA,NA,-80.270672,25.917854,40375,NA,"FL",NA,"Miami Gardens",24876,"Southeast","Suburban"
"2855","Purdue University-Calumet Campus","www.pnw.edu/","admissions.pnw.edu/financial-aid/net-price-calculators/",21,4,1,0.4743,"Large","Bachelor Degree",0.4141,0.5859,3,7242,480,485,-87.47376,41.584742,21562.5,NA,"IN",NA,"Hammond",17034,"Great Lakes","Suburban"
"2856","Indiana University-Purdue University-Indianapolis","www.iupui.edu","https://npc.collegeboard.org/student/app/iupui",11,4,1,0.6707,"Large","Bachelor Degree",0.4327,0.5673,3,21217,495,510,-86.172217,39.772948,24455.5,475,"IN",NA,"Indianapolis",20257,"Great Lakes","Urban"
"2857","Indiana University-Purdue University-Fort Wayne","www.ipfw.edu","www.ipfw.edu/offices/financial-aid/calculator/",11,4,1,0.8214,"Large","Bachelor Degree",0.4569,0.5431,3,8746,495,505,-85.111747,41.115418,23500,475,"IN",NA,"Fort Wayne",17229,"Great Lakes","Urban"
"2858","Indiana University-Bloomington","www.iub.edu","https://npc.collegeboard.org/student/app/indiana",13,4,1,0.7441,"Large","Bachelor Degree",0.4924,0.5076,3,32694,565,600,-86.526904,39.166383,23526,560,"IN",NA,"Bloomington",24326,"Great Lakes","Urban"
"2859","Southern Illinois University-Edwardsville","www.siue.edu","siue.studentaidcalculator.com/welcome.aspx",21,4,1,0.8188,"Large","Bachelor Degree",0.4678,0.5322,3,11717,487,513,-89.997779,38.793949,20500,501,"IL",NA,"Edwardsville",22278,"Great Lakes","Suburban"
"2860","Indiana State University","www.indstate.edu","https://indstate.studentaidcalculator.com/welcome.aspx",13,4,1,0.8633,"Large","Bachelor Degree",0.4585,0.5415,3,10737,455,465,-87.407085,39.46873,22912,440,"IN",NA,"Terre Haute",20048,"Great Lakes","Urban"
"2861","Indiana University-Southeast","https://ius.edu/","www.indianacollegecosts.org/calculate-your-college-costs",21,4,1,0.7792,"Mid-sized","Bachelor Degree",0.426,0.574,3,5228,475,470,-85.819376,38.342992,21529.5,450,"IN",NA,"New Albany",16776,"Great Lakes","Suburban"
"2862","William Rainey Harper College","www.harpercollege.edu","dept.harpercollege.edu/financialaid/NetPriceCalculator/npcalc.htm",21,2,1,NA,"Large","Certificate Degree",0.4331,0.5669,1,11213,NA,NA,-88.069391,42.081356,8039.5,NA,"IL",0.2039,"Palatine",12870,"Great Lakes","Suburban"
"2863","Waubonsee Community College","www.waubonsee.edu","www.waubonsee.edu/calculator",41,2,1,NA,"Large","Associate Degree",0.4395,0.5605,2,7429,NA,NA,-88.458796,41.798044,6750,NA,"IL",0.2302,"Sugar Grove",8927,"Great Lakes","Rural"
"2864","University of Evansville","www.evansville.edu/","www.evansville.edu/tuitionandaid/calculator.cfm",12,4,2,0.8006,"Mid-sized","Bachelor Degree",0.4051,0.5949,3,2125,565,565,-87.531963,37.969955,25000,550,"IN",NA,"Evansville",44416,"Great Lakes","Urban"
"2865","Northeastern Illinois University","www.neiu.edu/","www.neiu.edu/financial-aid/financing-your-education/calculating-your-net-cost",11,4,1,0.625,"Large","Bachelor Degree",0.4421,0.5579,3,7979,500,518,-87.72013,41.980567,15000,NA,"IL",NA,"Chicago",22519,"Great Lakes","Urban"
"2866","Loyola University Chicago","www.luc.edu","www.luc.edu/undergrad/financialaid/netpricecalculator/",11,4,2,0.8115,"Large","Bachelor Degree",0.3665,0.6335,3,10276,600,595,-87.657399,41.999161,25000,585,"IL",NA,"Chicago",50954,"Great Lakes","Urban"
"2867","The Illinois Institute of Art-Chicago","www.artinstitutes.edu/chicago","tcc.noellevitz.com/edmc/Freshman-Students Net Price Calculator",11,3,3,0.5018,"Small","Bachelor Degree",0.4343,0.5657,3,1331,NA,NA,-87.637632,41.888723,27000,NA,"IL",NA,"Chicago",30244,"Great Lakes","Urban"
"2868","Prairie State College","www.prairiestate.edu","prairiestate.edu/apply-reg-pay/financial-aid-calculator/net-price-calculator/index",21,2,1,NA,"Mid-sized","Certificate Degree",0.4057,0.5943,1,3913,NA,NA,-87.638943,41.525316,8126,NA,"IL",0.1187,"Chicago Heights",13302,"Great Lakes","Suburban"
"2869","Lake Land College","www.lakeland.cc.il.us","www.lakeland.cc.il.us",32,2,1,NA,"Mid-sized","Certificate Degree",0.412,0.588,1,3499,NA,NA,-88.379229,39.43287,4392,NA,"IL",0.3414,"Mattoon",9627,"Great Lakes","Suburban"
"2870","Roosevelt University","www.roosevelt.edu","https://roosevelt.studentaidcalculator.com/survey.aspx",11,4,2,0.7623,"Mid-sized","Bachelor Degree",0.3635,0.6365,3,3197,545,527,-87.624952,41.876055,22498.5,510,"IL",NA,"Chicago",40660,"Great Lakes","Urban"
"2871","Rock Valley College","www.rockvalleycollege.edu","www.rockvalleycollege.edu/netpricecalc/npcalc.htm",12,2,1,NA,"Large","Associate Degree",0.4293,0.5707,2,6796,NA,NA,-88.994586,42.309537,5028,NA,"IL",0.232,"Rockford",10883,"Great Lakes","Urban"
"2872","John Wood Community College","www.jwcc.edu","www.jwcc.edu/financial-aid/net-price-calculator/",41,2,1,NA,"Small","Associate Degree",0.3982,0.6018,2,1616,NA,NA,-91.339565,39.913722,7119,NA,"IL",0.3092,"Quincy",11900,"Great Lakes","Rural"
"2873","University of Illinois at Springfield","www.uis.edu","www.uis.edu/financialaid/cost/index.html",12,4,1,0.5637,"Mid-sized","Bachelor Degree",0.4879,0.5121,3,2857,508,558,-89.614917,39.729862,17250,520,"IL",NA,"Springfield",24319,"Great Lakes","Urban"
"2874","University of St Francis","www.stfrancis.edu","https://www.stfrancis.edu/admissions/financial-aid/np-calculator/",21,4,2,0.5169,"Small","Bachelor Degree",0.2873,0.7127,3,1642,455,490,-88.096368,41.533341,23695.5,480,"IL",NA,"Joliet",37824,"Great Lakes","Suburban"
"2875","Eastern Iowa Community College District","www.eicc.edu","www.eicc.edu/future-students/financial-aid/net-price-calculator.aspx",13,2,1,NA,"Mid-sized","Associate Degree",0.3979,0.6021,2,3642,NA,NA,-90.577164,41.52028,11500,NA,"IA",0.2277,"Davenport",13355,"Other","Urban"
"2876","Hawkeye Community College","www.hawkeyecollege.edu","www.hawkeyecollege.edu/financial-aid/net-price-calculator.aspx",13,2,1,NA,"Mid-sized","Associate Degree",0.4362,0.5638,2,3694,NA,NA,-92.330633,42.430003,12000,NA,"IA",0.3143,"Waterloo",14253,"Other","Urban"
"2877","Purdue University-North Central Campus","www.pnw.edu/","admissions.pnw.edu/financial-aid/net-price-calculators/",41,4,1,0.7079,"Mid-sized","Bachelor Degree",0.4158,0.5842,3,3065,465,480,-86.89523,41.583788,24000,450,"IN",NA,"Westville",14312,"Great Lakes","Rural"
"2878","Iowa Lakes Community College","www.iowalakes.edu","www.iowalakes.edu/financial_aid/net_price_calculator/npcalc.htm",33,2,1,NA,"Small","Associate Degree",0.451,0.549,2,1307,NA,NA,-94.83577,43.401728,11699,NA,"IA",0.3451,"Estherville",14984,"Other","Rural"
"2879","Marshalltown Community College","https://mcc.iavalley.edu","https://mcc.iavalley.edu/admissions/financial-aid/costs/",41,2,1,NA,"Small","Associate Degree",0.3943,0.6057,2,1121,NA,NA,-92.909411,42.00065,10938,NA,"IA",0.2654,"Marshalltown",12965,"Other","Rural"
"2880","Grand View University","www.grandview.edu","admissions.grandview.edu/aspx/audience/content.aspx?pageid=1732&aid=20&mnid=0",12,4,2,0.9247,"Small","Bachelor Degree",0.408,0.592,3,1889,440,465,-93.605016,41.620909,23639,550,"IA",NA,"Des Moines",33745,"Other","Urban"
"2881","Huntington University","www.huntington.edu","www.indianacollegecosts.org/",32,4,2,0.9733,"Small","Bachelor Degree",0.4181,0.5819,3,926,509,511,-85.499624,40.89907,25243,490,"IN",NA,"Huntington",35994,"Great Lakes","Suburban"
"2882","Mercy College of Health Sciences","www.mchs.edu","www.mchs.edu/npcalc.htm",12,3,2,0.8378,"Small","Associate Degree",0.1179,0.8821,2,782,NA,NA,-93.626251,41.59432,16568.5,NA,"IA",NA,"Des Moines",25853,"Other","Urban"
"2883","Upper Iowa University","www.uiu.edu","https://uiu.edu/financial-aid/net-price-calculator.html",43,4,2,0.6207,"Mid-sized","Bachelor Degree",0.4081,0.5919,3,4022,NA,NA,-91.799663,42.840293,20895,NA,"IA",NA,"Fayette",37846,"Other","Rural"
"2884","Allen County Community College","www.allencc.edu","www.allencc.edu",33,2,1,NA,"Mid-sized","Associate Degree",0.3726,0.6274,2,2382,NA,NA,-95.39681,37.937698,6633,NA,"KS",0.2767,"Iola",10418,"Other","Rural"
"2885","Southeastern Community College","www.scciowa.edu","www.scciowa.edu/admissions/costaid/finaid/nprcal.aspx",33,2,1,NA,"Small","Associate Degree",0.381,0.619,2,1732,NA,NA,-91.172394,40.814726,9229,NA,"IA",0.2787,"West Burlington",10643,"Other","Rural"
"2886","Southeastern Community College","www.scciowa.edu","www.scciowa.edu/admissions/costaid/finaid/nprcal.aspx",33,2,1,NA,"Small","Associate Degree",0.381,0.619,2,1044,NA,NA,-91.172394,40.814726,9229,NA,"NC",0.2787,"Whiteville",12404,"Other","Rural"
"2887","William Penn University","www.wmpenn.edu","www.wmpenncalculator.com",33,4,2,0.5411,"Small","Bachelor Degree",0.5161,0.4839,3,1459,400,445,-92.648348,41.308868,25000,NA,"IA",NA,"Oskaloosa",34464,"Other","Rural"
"2888","Saint Ambrose University","www.sau.edu","www.sau.edu/Financial_Aid_Office/Resources/Net_Price_Calculator.html",13,4,2,0.7319,"Mid-sized","Bachelor Degree",0.4166,0.5834,3,2461,NA,NA,-90.58098,41.540081,25000,NA,"IA",NA,"Davenport",40815,"Other","Urban"
"2889","Wartburg College","www.wartburg.edu","www.wartburg.edu/crunch-your-numbers",32,3,2,0.7041,"Small","Bachelor Degree",0.4738,0.5262,3,1497,482,533,-92.480933,42.727629,26980,479,"IA",NA,"Waverly",47387,"Other","Suburban"
"2890","Northwestern College","https://www.nwciowa.edu/","https://www.nwciowa.edu/aid-calculator",32,3,2,0.7357,"Small","Bachelor Degree",0.4407,0.5593,3,1084,515,538,-96.058382,42.998955,25000,480,"IA",NA,"Orange City",40598,"Other","Suburban"
"2891","Northwest Iowa Community College","www.nwicc.edu","files.nwicc.edu/files/portal/netpricecalculator/npcalc.htm",41,2,1,NA,"Small","Associate Degree",0.472,0.528,2,775,NA,NA,-95.878781,43.184603,9386,NA,"IA",0.5612,"Sheldon",15244,"Other","Rural"
"2892","Palmer College of Chiropractic","www.palmer.edu","www.palmer.edu/NetPriceCalculator/npcalc.htm",13,4,2,NA,"Small","Bachelor Degree",0.3333,0.6667,3,32,NA,NA,-90.574607,41.529021,7500,NA,"IA",NA,"Davenport",26528,"Other","Urban"
"2893","McHenry County College","www.mchenry.edu","www.mchenry.edu/netprice",41,2,1,NA,"Mid-sized","Certificate Degree",0.4621,0.5379,1,4322,NA,NA,-88.366138,42.258844,4764.5,NA,"IL",0.2704,"Crystal Lake",10962,"Great Lakes","Rural"
"2894","National Louis University","www.nl.edu","www1.nl.edu/netpricecalculator/calculator.cfm",11,4,2,0.5094,"Small","Bachelor Degree",0.2296,0.7704,3,1210,NA,NA,-87.624805,41.879826,15123,NA,"IL",NA,"Chicago",21857,"Great Lakes","Urban"
"2895","North Park University","www.northpark.edu","www.northpark.edu/Financial-Aid/Undergraduate/Cost/Net-Price-Calculator",11,4,2,0.4246,"Mid-sized","Bachelor Degree",0.3643,0.6357,3,2139,530,510,-87.709142,41.9751,24500,NA,"IL",NA,"Chicago",32702,"Great Lakes","Urban"
"2896","Illinois Valley Community College","https://www.ivcc.edu","https://www.ivcc.edu/financialaid.aspx?id=19328",41,2,1,NA,"Mid-sized","Certificate Degree",0.4068,0.5932,1,2572,NA,NA,-89.102036,41.30652,8000,NA,"IL",0.3514,"Oglesby",11218,"Great Lakes","Rural"
"2897","North Central College","northcentralcollege.edu","northcentralcollege.edu/financial-aid/estimate",12,4,2,0.6022,"Mid-sized","Bachelor Degree",0.426,0.574,3,2633,NA,NA,-88.143649,41.775304,23904,NA,"IL",NA,"Naperville",45282,"Great Lakes","Urban"
"2898","Methodist College","www.methodistcol.edu","https://www.methodistcol.edu/net-price-calculator.aspx",12,3,2,0.8333,"Small","Bachelor Degree",0.1157,0.8843,3,603,NA,NA,-89.591277,40.70017,25000,NA,"IL",NA,"Peoria",31125,"Great Lakes","Urban"
"2899","Midstate College","www.midstate.edu","www.midstate.edu/admissions/netpricecalculator/",12,3,3,0.9,"Small","Bachelor Degree",0.1884,0.8116,3,452,NA,NA,-89.592173,40.691391,28543,NA,"IL",NA,"Peoria",28561,"Great Lakes","Urban"
"2900","Illinois College","www.ic.edu","www.ic.edu/RelId/622811/ISvars/default/Net_Price_Calculator.htm",32,4,2,0.5819,"Small","Bachelor Degree",0.5084,0.4916,3,942,NA,NA,-90.246256,39.730827,26000,NA,"IL",NA,"Jacksonville",40405,"Great Lakes","Suburban"
"2901","MacCormac College","www.maccormac.edu","www2.ferrum.edu/financialaid/netPrice/npcalc.htm",11,2,2,NA,"Small","Associate Degree",0.1813,0.8187,2,206,NA,NA,-87.626373,41.875337,20000,NA,"IL",0.12,"Chicago",23356,"Great Lakes","Urban"
"2902","Fox College","www.foxcollege.edu","www.foxcollege.edu/aid",21,2,3,0.6667,"Small","Associate Degree",0.1625,0.8375,2,331,NA,NA,-87.726962,41.723498,14437,NA,"IL",0.7237,"Bedford Park",23648,"Great Lakes","Suburban"
"2903","Central College","www.central.edu","www.central.edu/financialAid/estimator.cfm",32,3,2,0.654,"Small","Bachelor Degree",0.47,0.53,3,1225,505,520,-92.918664,41.400236,28000,NA,"IA",NA,"Pella",46645,"Other","Suburban"
"2904","Saint Mary-of-the-Woods College","www.smwc.edu","https://smwc.collegecosts.com/Estimator/Agreement",41,4,2,0.6368,"Small","Bachelor Degree",0.0352,0.9648,3,579,500,445,-87.460126,39.510543,25660,460,"IN",NA,"Saint Mary of the Woods",40799,"Great Lakes","Rural"
"2905","Martin University","www.martin.edu","https://martin.collegecosts.com/Estimator/Agreement",11,4,2,NA,"Small","Bachelor Degree",0.3318,0.6682,3,286,NA,NA,-86.104771,39.79844,34006.5,NA,"IN",NA,"Indianapolis",23788,"Great Lakes","Urban"
"2906","Rose-Hulman Institute of Technology","www.rose-hulman.edu","https://prod11gbss8.rose-hulman.edu/BanSS/RHIT_NPCALC.P_Index",13,4,2,0.6547,"Mid-sized","Bachelor Degree",0.794,0.206,3,2231,615,680,-87.32357,39.480946,27000,NA,"IN",NA,"Terre Haute",58740,"Great Lakes","Urban"
"2907","Divine Word College","www.dwci.edu","www.dwci.edu",42,3,2,1,"Small","Bachelor Degree",0.6634,0.3366,3,79,NA,NA,-90.934917,42.441572,NA,NA,"IA",NA,"Epworth",18622,"Other","Rural"
"2908","Emmaus Bible College","www.emmaus.edu","www.emmaus.edu/Websites/emmausedu/images/Other/NPC/14/npc13.html",13,3,2,NA,"Small","Certificate Degree",0.5049,0.4951,1,232,NA,NA,-90.705921,42.509041,11175,NA,"IA",NA,"Dubuque",24900,"Other","Urban"
"2909","South Suburban College","www.ssc.edu","www.ssc.edu/en_US/Admissions_Registration/Tuition/net_price_calculator.asp",21,2,1,NA,"Mid-sized","Associate Degree",0.3082,0.6918,2,3781,NA,NA,-87.619123,41.606427,NA,NA,"IL",0.1465,"South Holland",10256,"Great Lakes","Suburban"
"2910","Calumet College of Saint Joseph","www.ccsj.edu","https://ccsj.collegecosts.com/Estimator/Agreement",21,4,2,0.3398,"Small","Bachelor Degree",0.5398,0.4602,3,837,395,419,-87.492987,41.670925,22965.5,395,"IN",NA,"Whiting",21260,"Great Lakes","Suburban"
"2911","Southeastern Illinois College","www.sic.edu","www.sic.edu/financial-aid/cost-calculator",42,2,1,NA,"Small","Associate Degree",0.449,0.551,2,1004,NA,NA,-88.435463,37.751271,NA,NA,"IL",0.3165,"Harrisburg",12030,"Great Lakes","Rural"
"2912","Shawnee Community College","www.shawneecc.edu","www.shawneecc.edu/financial_aid/how_to_apply.asp",42,2,1,NA,"Small","Certificate Degree",0.362,0.638,1,1289,NA,NA,-89.160537,37.271027,NA,NA,"IL",0.3046,"Ullin",15580,"Great Lakes","Rural"
"2913","Taylor Business Institute","www.tbiil.edu","www.tbiil.edu",11,2,3,0.8699,"Small","Associate Degree",0.2844,0.7156,2,91,NA,NA,-87.624794,41.885919,19545.5,NA,"IL",0.6599,"Chicago",24400,"Great Lakes","Urban"
"2914","Morrison Institute of Technology","www.morrisontech.edu","www.morrisontech.edu/netpricecalculator/npcalc.htm",32,2,2,NA,"Small","Associate Degree",0.9268,0.0732,2,77,NA,NA,-89.965963,41.7971,12000,NA,"IL",0.8302,"Morrison",24947,"Great Lakes","Suburban"
"2915","Fort Hays State University","www.fhsu.edu","www.fhsu.edu/finaid/net-price-calculator/",33,4,1,0.81,"Large","Bachelor Degree",0.4198,0.5802,3,11503,NA,NA,-99.340493,38.872436,18327.5,NA,"KS",NA,"Hays",15920,"Other","Rural"
"2916","Hutchinson Community College","www.hutchcc.edu","www.hutchcc.edu/cost",32,2,1,NA,"Mid-sized","Associate Degree",0.4155,0.5845,2,3678,NA,NA,-97.919647,38.066843,7500,NA,"KS",0.3075,"Hutchinson",11956,"Other","Suburban"
"2917","Orange Coast College","www.orangecoastcollege.edu/","www.orangecoastcollege.edu/student_services/financial_aid/Pages/Net-Price-Calculator.aspx",12,2,1,NA,"Large","Associate Degree",0.5143,0.4857,2,20809,NA,NA,-117.911401,33.670171,6875,NA,"CA",0.38,"Costa Mesa",15862,"West","Urban"
"2918","Humboldt State University","www.humboldt.edu","www.csumentor.edu/finaid/pais/",33,4,1,0.8115,"Large","Bachelor Degree",0.4697,0.5303,3,8227,515,510,-124.0814,40.8741,19161.5,NA,"CA",NA,"Arcata",22593,"West","Rural"
"2919","ITT Technical Institute-National City","www.itt-tech.edu","www.itt-tech.edu/npc",21,3,3,0.887,"Small","Associate Degree",0.8715,0.1285,2,700,NA,NA,-117.106121,32.66182,18666,NA,"CA",NA,"National City",27973,"West","Suburban"
"2920","University of Redlands","www.redlands.edu","www.redlands.edu/npc",13,4,2,0.6482,"Mid-sized","Bachelor Degree",0.4384,0.5616,3,3452,570,570,-117.163847,34.063571,25000,555,"CA",NA,"Redlands",59432,"West","Urban"
"2921","Shasta College","www.shastacollege.edu","https://webprod.cccco.edu/npc/171/npcalc.htm",22,2,1,NA,"Large","Associate Degree",0.409,0.591,2,7432,NA,NA,-122.317982,40.625731,7078,NA,"CA",0.2174,"Redding",11868,"West","Suburban"
"2922","College of the Sequoias","www.cos.edu","www.cos.edu/FinancialAid/NetPriceCalculator/Pages/default.aspx",12,2,1,NA,"Large","Associate Degree",0.4463,0.5537,2,10174,NA,NA,-119.314775,36.322957,4250,NA,"CA",0.2106,"Visalia",6630,"West","Urban"
"2923","Palo Verde College","www.paloverde.edu","https://webprod.cccco.edu/npc/951/npcalc.htm",42,2,1,NA,"Mid-sized","Certificate Degree",0.7392,0.2608,1,3486,NA,NA,-114.651698,33.661538,NA,NA,"CA",0.2202,"Blythe",17585,"West","Rural"
