"","Name","URL","npcurl","locale","highdeg","control","Admission Rate","Size of School","Degree Type","ugds_men","ugds_women","preddeg","Enrollment","satvrmid","satmtmid","longitude","latitude","Average Debt","satwrmid","State","c150_l4","City","Tuition","Region","Sourrounding area"
"466","Jacksonville State University","www.jsu.edu/","www.jsu.edu/finaid/",13,4,1,0.8232,"Large","Bachelor Degree",0.4113,0.5887,3,6625,485,485,-85.766644,33.822128,21250,NA,"AL",NA,"Jacksonville",20030,"Southeast","Urban"
"467","Auburn University at Montgomery","www.aum.edu","www.aum.edu/current-students/financial-information/net-price-calculator",12,4,1,0.7395,"Mid-sized","Bachelor Degree",0.3957,0.6043,3,4142,NA,NA,-86.177351,32.369939,18858.5,NA,"AL",NA,"Montgomery",18665,"Southeast","Urban"
"468","George C Wallace State Community College-Hanceville","www.wallacestate.edu","www.wallacestate.edu/Financial-Aid/Net-Price-Calculator",32,2,1,NA,"Mid-sized","Associate Degree",0.372,0.628,2,4821,NA,NA,-86.781745,34.07341,8998,NA,"AL",0.2292,"Hanceville",11483,"Southeast","Suburban"
"469","Chattahoochee Valley Community College","www.cv.edu","https://external.cv.edu/npc/npcalc.htm",41,2,1,NA,"Small","Associate Degree",0.3696,0.6304,2,1566,NA,NA,-85.031485,32.42391,3804.5,NA,"AL",0.1459,"Phenix City",6920,"Southeast","Rural"
"470","Lawson State Community College-Birmingham Campus","www.lawsonstate.edu","www.lawsonstate.edu/disclosure_and_consumer_information/general_institutional_information/net_price_calculator.aspx",12,2,1,NA,"Mid-sized","Certificate Degree",0.4141,0.5859,1,3003,NA,NA,-86.890234,33.451673,NA,NA,"AL",0.1729,"Birmingham",13595,"Southeast","Urban"
"471","George C Wallace State Community College-Dothan","www.wallace.edu","www.wallace.edu/net_price_calculator.aspx",41,2,1,NA,"Mid-sized","Associate Degree",0.3312,0.6688,2,4173,NA,NA,-85.46355,31.316086,NA,NA,"AL",0.1336,"Dothan",8899,"Southeast","Rural"
"472","George C Wallace State Community College-Selma","www.wccs.edu","wccs.edu/home/admissions/financial-aid/net-price-calculator/",32,2,1,NA,"Small","Associate Degree",0.3399,0.6601,2,1383,NA,NA,-87.01324,32.445611,NA,NA,"AL",0.2403,"Selma",14195,"Southeast","Suburban"
"473","Colegio de Cinematografia Artes y Television","www.ccat.edu/","www.ccat.edu/",21,2,3,NA,"Small","Certificate Degree",0.8232,0.1768,1,1049,NA,NA,-66.150412,18.403009,NA,NA,"PR",0.5036,"Bayamon",8288,"Other","Suburban"
"474","University of South Alabama","www.southalabama.edu","instresrch.usouthal.edu/npc/",12,4,1,0.8719,"Large","Bachelor Degree",0.4398,0.5602,3,11379,508,510,-88.18189,30.695081,22000,498,"AL",NA,"Mobile",19654,"Southeast","Urban"
"475","University of West Alabama","www.uwa.edu","secure.uwa.edu/calculator/npcalc.htm",43,4,1,0.4856,"Small","Bachelor Degree",0.4031,0.5969,3,1913,NA,NA,-88.186077,32.59244,18057,NA,"AL",NA,"Livingston",17848,"Southeast","Rural"
"476","Samford University","www.samford.edu","https://samford.studentaidcalculator.com/welcome.aspx",21,4,2,0.7563,"Mid-sized","Bachelor Degree",0.3477,0.6523,3,3145,575,570,-86.790932,33.464578,20982,565,"AL",NA,"Birmingham",42270,"Southeast","Suburban"
"477","Bevill State Community College","www.bscc.edu","www.bscc.edu/financial-aid/net-cost-calculator",32,2,1,NA,"Mid-sized","Associate Degree",0.3521,0.6479,2,3075,NA,NA,-87.265034,33.835785,NA,NA,"AL",0.1683,"Jasper",13058,"Southeast","Suburban"
"478","Northeast Alabama Community College","www.nacc.edu","www.nacc.edu",42,2,1,NA,"Mid-sized","Associate Degree",0.372,0.628,2,2050,NA,NA,-85.911664,34.545471,4474,NA,"AL",0.2746,"Rainsville",8230,"Southeast","Rural"
"479","University of Alaska Southeast","www.uas.alaska.edu","www.uas.alaska.edu/financial_aid/costs/npcalc.htm",33,4,1,NA,"Small","Bachelor Degree",0.3503,0.6497,3,1372,NA,NA,-134.636346,58.38427,16312.5,NA,"AK",NA,"Juneau",18474,"West","Rural"
"480","Alaska Pacific University","www.alaskapacific.edu","https://my.alaskapacific.edu/uniquesigce3d1b55322415c149deda8964ead9cb/uniquesig0/SecureInternalMyPortalHomePage/",11,4,2,0.6323,"Small","Bachelor Degree",0.3555,0.6445,3,254,519,452,-149.804242,61.191235,22000,483,"AK",NA,"Anchorage",31435,"West","Urban"
"481","Lurleen B Wallace Community College","www.lbwcc.edu","www.lbwcc.edu/financial_aid/net_price_calculator.aspx",41,2,1,NA,"Small","Associate Degree",0.3458,0.6542,2,1412,NA,NA,-86.452262,31.322947,NA,NA,"AL",0.2085,"Andalusia",12603,"Southeast","Rural"
"482","H Councill Trenholm State Community College","www.trenholmstate.edu","www.trenholmstate.edu",12,2,1,NA,"Small","Certificate Degree",0.4785,0.5215,1,1282,NA,NA,-86.343057,32.350109,NA,NA,"AL",0.3411,"Montgomery",11168,"Southeast","Urban"
"483","J F Drake State Community and Technical College","www.drakestate.edu","www.drakestate.edu/admissions/net_price_calculator.aspx",12,2,1,NA,"Small","Associate Degree",0.4234,0.5766,2,820,NA,NA,-86.573817,34.772116,NA,NA,"AL",0.1224,"Huntsville",12168,"Southeast","Urban"
"484","Yeshiva D'monsey Rabbinical College","yeshivadmonsey.com","https://sites.google.com/site/yeshivaofmonsey/",21,4,2,1,"Small","Bachelor Degree",1,0,3,57,NA,NA,-74.065944,41.115776,NA,NA,"NY",NA,"Monsey",23114,"Northeast","Suburban"
"485","United Technical Center","www.harcoboe.com/utc/faculty/practicalnursing.cfm","www.harcoboe.com/utc/npcalc.htm",32,1,1,0.381,"Small","Certificate Degree",0.125,0.875,1,37,NA,NA,-80.358395,39.310658,NA,NA,"WV",0.8,"Clarksburg",12700,"Southeast","Suburban"
"486","University of Arizona","www.arizona.edu","financialaid.arizona.edu/general/net-price-calculator",11,4,1,0.7139,"Large","Bachelor Degree",0.4762,0.5238,3,32964,540,555,-110.950769,32.232071,17500,540,"AZ",NA,"Tucson",23996,"Southwest","Urban"
"487","Central Arizona College","www.centralaz.edu","doc.centralaz.edu/NetPriceCalculator/npcalc.htm",41,2,1,NA,"Mid-sized","Associate Degree",0.361,0.639,2,5134,NA,NA,-111.652501,32.957092,9831,NA,"AZ",0.2285,"Coolidge",9598,"Southwest","Rural"
"488","American Indian College Inc","www.aicag.edu/","tcc.noellevitz.com/(S(4p4qij4ob5pgxppl5hhsfr4y))/American%20Indian%20College%20of%20the%20Assemblies%20of%20God/Freshman-Students",11,3,2,NA,"Small","Associate Degree",0.4384,0.5616,2,96,NA,NA,-112.092247,33.577738,NA,NA,"AZ",NA,"Phoenix",22928,"Southwest","Urban"
"489","VanderCook College of Music","www.vandercook.edu","www.vandercook.edu/admissions/net-price-calculator/",11,4,2,0.6481,"Small","Bachelor Degree",0.4636,0.5364,3,104,650,605,-87.629138,41.836833,27000,575,"IL",NA,"Chicago",38764,"Great Lakes","Urban"
"490","Western Illinois University","www.wiu.edu","www.wiu.edu/student_services/financial_aid/netPriceCalculator.php",33,4,1,0.6276,"Large","Bachelor Degree",0.5167,0.4833,3,9141,NA,NA,-90.685235,40.465621,21875,NA,"IL",NA,"Macomb",25234,"Great Lakes","Rural"
"491","Ivy Tech Community College","www.ivytech.edu","www.ivytech.edu/financial-aid/estimator.html",11,2,1,NA,"Large","Certificate Degree",0.3964,0.6036,1,70073,NA,NA,-86.158213,39.803753,8189,NA,"IN",0.0797,"Indianapolis",12239,"Great Lakes","Urban"
"492","Indiana University-Northwest","www.iun.edu","www.indianacollegecosts.org/calculate-your-college-costs",13,4,1,0.6884,"Mid-sized","Bachelor Degree",0.3118,0.6882,3,4117,460,450,-87.338457,41.556723,27000,445,"IN",NA,"Gary",14108,"Great Lakes","Urban"
"493","Indiana Wesleyan University-Marion","https://www.indwes.edu","https://secure2.indwes.edu/Financial-Aid/Estimator/CAS/",32,4,2,0.7298,"Large","Bachelor Degree",0.3434,0.6566,3,10000,535,535,-85.661991,40.518495,23301,520,"IN",NA,"Marion",34922,"Great Lakes","Suburban"
"494","Indiana University-East","www.iue.edu/","www.indianacollegecosts.org/calculate-your-college-costs",41,4,1,0.5972,"Mid-sized","Bachelor Degree",0.3302,0.6698,3,3173,460,465,-84.886187,39.867099,23732,455,"IN",NA,"Richmond",15905,"Great Lakes","Rural"
"495","University of Saint Francis-Fort Wayne","www.sf.edu","financialaid.sf.edu/paying-for-college/net-price-calculator/",11,4,2,0.5098,"Small","Bachelor Degree",0.2935,0.7065,3,1745,475,485,-85.173694,41.087772,25000,470,"IN",NA,"Fort Wayne",33930,"Great Lakes","Urban"
"496","Mid-America College of Funeral Service","www.mid-america.edu","mid-america.edu/net-price-calculator",21,3,2,NA,"Small","Associate Degree",0.6613,0.3387,2,75,NA,NA,-85.744342,38.310919,13000,NA,"IN",NA,"Jeffersonville",24109,"Great Lakes","Suburban"
"497","Oakland City University","www.oak.edu","www.oak.edu/financial-aid/npcalc.htm",32,4,2,0.4786,"Small","Bachelor Degree",0.4437,0.5563,3,548,450,460,-87.351611,38.339606,13780,440,"IN",NA,"Oakland City",36490,"Great Lakes","Suburban"
"498","Manchester University","www.manchester.edu","admissions.manchester.edu/costs-financial-aid/how-much-does-it-cost#net-price-calculator/",32,4,2,0.6488,"Small","Bachelor Degree",0.4859,0.5141,3,1240,490,505,-85.758762,41.011609,27000,470,"IN",NA,"North Manchester",40232,"Great Lakes","Suburban"
"499","International Business College-Fort Wayne","www.ibcfortwayne.edu","www.ibcfortwayne.edu/aid",11,3,3,0.8078,"Small","Associate Degree",0.242,0.758,2,340,NA,NA,-85.25934,41.035246,13625,NA,"IN",NA,"Fort Wayne",22115,"Great Lakes","Urban"
"500","Northern Illinois University","www.niu.edu","www.niu.edu/bursar/tuition/estimator.shtml",23,4,1,0.5641,"Large","Bachelor Degree",0.4982,0.5018,3,14952,505,510,-88.766065,41.933791,21500,490,"IL",NA,"Dekalb",27837,"Great Lakes","Suburban"
"501","Des Moines Area Community College","www.dmacc.edu","www.dmacc.edu/fin_aid/Pages/welcome.aspx",21,2,1,NA,"Large","Associate Degree",0.4382,0.5618,2,13423,NA,NA,-93.611597,41.707348,10500,NA,"IA",0.4169,"Ankeny",14435,"Other","Suburban"
"502","University of Iowa","www.uiowa.edu","npc.collegeboard.org/student/app/uiowa",13,4,1,0.7844,"Large","Bachelor Degree",0.4843,0.5157,3,21970,550,620,-91.535698,41.660695,21485,550,"IA",NA,"Iowa City",20861,"Other","Urban"
"503","Kaplan University-Cedar Rapids Campus","www.kaplanuniversity.edu/cedar-rapids-iowa.aspx","kaplannpc.regenteducation.net/",12,4,3,NA,"Small","Associate Degree",0.2194,0.7806,2,454,NA,NA,-91.713507,41.949597,25450,NA,"IA",NA,"Cedar Rapids",24081,"Other","Urban"
"504","Drake University","www.drake.edu","www.drake.edu/admission/undergraduate/netpricecalculator/",12,4,2,0.6588,"Mid-sized","Bachelor Degree",0.4314,0.5686,3,3269,575,605,-93.654062,41.60381,24329,NA,"IA",NA,"Des Moines",46087,"Other","Urban"
"505","Graceland University-Lamoni","www.graceland.edu","www.graceland.edu/financial-aid/index.cfm",43,4,2,0.4785,"Small","Bachelor Degree",0.4232,0.5768,3,1373,450,475,-93.924893,40.615966,24885,NA,"IA",NA,"Lamoni",37314,"Other","Rural"
"506","University of Dubuque","www.dbq.edu","www.dbq.edu/admission/financialaid/netpricecalculator/npcalc.htm",13,4,2,0.7728,"Small","Bachelor Degree",0.5769,0.4231,3,1834,450,460,-90.693568,42.498027,25550,NA,"IA",NA,"Dubuque",37397,"Other","Urban"
"507","Loras College","www.loras.edu","www.loras.edu/npc",13,4,2,0.6791,"Small","Bachelor Degree",0.5174,0.4826,3,1444,NA,519,-90.680232,42.504131,27000,NA,"IA",NA,"Dubuque",39999,"Other","Urban"
"508","Luther College","www.luther.edu","https://www.luther.edu/financialaid/prospective/netpricecalculator/",33,3,2,0.7016,"Mid-sized","Bachelor Degree",0.4355,0.5645,3,2286,528,560,-91.803971,43.313584,27000,523,"IA",NA,"Decorah",49758,"Other","Rural"
"509","Faith Baptist Bible College and Theological Seminary","www.faith.edu","www.faith.edu/npc2/npcalc.htm",21,4,2,0.6545,"Small","Bachelor Degree",0.4743,0.5257,3,214,600,535,-93.624208,41.736338,15500,555,"IA",NA,"Ankeny",26773,"Other","Suburban"
"510","University of Massachusetts-Boston","www.umb.edu","https://umb.studentaidcalculator.com/survey.aspx",11,4,1,0.6139,"Large","Bachelor Degree",0.4349,0.5651,3,12397,495,523,-71.038653,42.314541,NA,NA,"MA",NA,"Boston",20496,"Northeast","Urban"
"511","University of Maryland-University College","www.umuc.edu","www.umuc.edu/students/aid/applyforaid/netpricecalc.cfm",21,4,1,NA,"Large","Bachelor Degree",0.4909,0.5091,3,36119,NA,NA,-76.954104,38.986299,17092,NA,"MD",NA,"Adelphi",15535,"Northeast","Suburban"
"512","Hellenic College-Holy Cross Greek Orthodox School of Theology","hchc.edu","www.hchc.edu",21,4,2,NA,"Small","Bachelor Degree",0.5114,0.4886,3,91,NA,NA,-71.129418,42.317018,NA,NA,"MA",NA,"Brookline",42381,"Northeast","Suburban"
"513","Holyoke Community College","www.hcc.edu","www.hcc.edu/admission/paying-for-college/tuition-and-fees/net-price-calculator",21,2,1,NA,"Mid-sized","Associate Degree",0.3836,0.6164,2,5851,NA,NA,-72.650683,42.195503,7359,NA,"MA",0.1824,"Holyoke",11443,"Northeast","Suburban"
"514","Montgomery College","www.montgomerycollege.edu","appserv.montgomerycollege.edu/netprice/NetPriceCalculator/npcalc.htm",13,2,1,NA,"Large","Associate Degree",0.5027,0.4973,2,18892,NA,NA,-77.159471,39.09793,7000,NA,"MD",0.1697,"Rockville",12681,"Northeast","Urban"
"515","Prince George's Community College","www.pgcc.edu","www.pgcc.edu/Paying_for_College/Tuition_and_Costs/Financial_Aid_Net_Price_Calculator.aspx",21,2,1,NA,"Large","Associate Degree",0.3756,0.6244,2,11991,NA,NA,-76.824157,38.888495,6750,NA,"MD",0.0722,"Largo",12673,"Northeast","Suburban"
"516","Anne Arundel Community College","www.aacc.edu","aacc.edu/sp/NetPriceCal/npcalc.htm",21,2,1,NA,"Large","Associate Degree",0.399,0.601,2,12379,NA,NA,-76.512223,39.049813,9336.5,NA,"MD",0.1459,"Arnold",18855,"Northeast","Suburban"
"517","Massachusetts Bay Community College","www.massbay.edu","mbccweb.massbay.edu/netpricecalculator/",21,2,1,NA,"Mid-sized","Associate Degree",0.4592,0.5408,2,3859,NA,NA,-71.264004,42.312697,6700,NA,"MA",0.1421,"Wellesley Hills",16014,"Northeast","Suburban"
"518","Mount Ida College","www.mountida.edu","www.mountida.edu/admissions-aid/tuition-aid/",13,4,2,0.6092,"Small","Bachelor Degree",0.3679,0.6321,3,1317,425,435,-71.194658,42.293205,27000,425,"MA",NA,"Newton",44888,"Northeast","Urban"
"519","Lasell College","www.lasell.edu/","www.lasell.edu/tuition-and-aid/net-price-calculator.html",13,4,2,0.6998,"Small","Bachelor Degree",0.3605,0.6395,3,1810,495,485,-71.243738,42.342712,25000,485,"MA",NA,"Newton",46281,"Northeast","Urban"
"520","Lesley University","www.lesley.edu","www.lesley.edu/services/financial_aid/calculator.html",12,4,2,0.6391,"Small","Bachelor Degree",0.2241,0.7759,3,1849,550,521,-71.115601,42.378429,23250,540,"MA",NA,"Cambridge",40652,"Northeast","Urban"
"521","Wichita State University","www.wichita.edu","webapps.wichita.edu/netprice/",11,4,1,0.9522,"Large","Bachelor Degree",0.4585,0.5415,3,11048,500,523,-97.296733,37.716484,18751,NA,"KS",NA,"Wichita",17119,"Other","Urban"
"522","Butler Community College","www.butlercc.edu/","www.butlercc.edu/info/20041/financial-aid--and--scholarships/205/net-price-calculator",32,2,1,NA,"Large","Associate Degree",0.4117,0.5883,2,7327,NA,NA,-96.882718,37.806377,9546,NA,"KS",0.2101,"El Dorado",11955,"Other","Suburban"
"523","Jefferson Community and Technical College","www.jefferson.kctcs.edu","welcome.kctcs.edu/NetPriceCalculator/2016/KCTCS-npcalc.html",21,2,1,NA,"Large","Certificate Degree",0.4016,0.5984,1,10361,NA,NA,-85.753487,38.247469,11370.5,NA,"KY",0.1453,"Louisville",11604,"Southeast","Suburban"
"524","Murray State University","www.murraystate.edu","https://murraystate.studentaidcalculator.com/survey.aspx",33,4,1,0.8328,"Large","Bachelor Degree",0.4202,0.5798,3,7891,472,507,-88.323493,36.61241,19371.5,NA,"KY",NA,"Murray",17243,"Southeast","Rural"
"525","Western Iowa Tech Community College","https://www.witcc.edu","https://www.witcc.edu/financial_aid/npcalc.cfm",13,2,1,NA,"Mid-sized","Certificate Degree",0.3789,0.6211,1,3285,NA,NA,-96.348874,42.482953,9971,NA,"IA",0.2077,"Sioux City",12506,"Other","Urban"
"526","Washburn University","www.washburn.edu","www.washburn.edu/admissions/freshmen/affordable-education.html",12,4,1,0.9551,"Mid-sized","Bachelor Degree",0.4124,0.5876,3,4900,NA,NA,-95.702325,39.034977,16293,NA,"KS",NA,"Topeka",16599,"Other","Urban"
"527","Northeast Iowa Community College","www.nicc.edu","web.nicc.edu/Marketing/NetPriceCalculator/npcalc.htm",42,2,1,NA,"Mid-sized","Associate Degree",0.3608,0.6392,2,2431,NA,NA,-91.865647,43.174954,12000,NA,"IA",0.2991,"Calmar",13109,"Other","Rural"
"528","West Kentucky Community and Technical College","www.westkentucky.kctcs.edu","www.westkentucky.kctcs.edu/Costs_and_Financial_Aid",33,2,1,NA,"Mid-sized","Certificate Degree",0.3686,0.6314,1,3999,NA,NA,-88.658762,37.054081,8000,NA,"KY",0.349,"Paducah",11586,"Southeast","Rural"
"529","Hazard Community and Technical College","hazard.kctcs.edu/","welcome.kctcs.edu/NetPriceCalculator/2016/Hazard-npcalc.html",33,2,1,NA,"Small","Certificate Degree",0.36,0.64,1,1803,NA,NA,-83.174535,37.233812,9000,NA,"KY",0.3534,"Hazard",10577,"Southeast","Rural"
"530","Kentucky State University","www.kysu.edu","kysu.studentaidcalculator.com/survey.aspx",32,4,1,0.4468,"Small","Bachelor Degree",0.4194,0.5806,3,1286,420,395,-84.855488,38.201056,29890,390,"KY",NA,"Frankfort",17984,"Southeast","Suburban"
"531","Grand Rapids Community College","www.grcc.edu","cms.grcc.edu/aboutus/studentconsumerinformation/netpricecalculator",12,2,1,NA,"Large","Associate Degree",0.4717,0.5283,2,13840,NA,NA,-85.666571,42.966408,10000,NA,"MI",0.1513,"Grand Rapids",9121,"Great Lakes","Urban"
"532","Grand Valley State University","www.gvsu.edu","www.gvsu.edu/financialaid/netprice",21,4,1,0.8162,"Large","Bachelor Degree",0.4161,0.5839,3,21889,548,565,-85.887519,42.965208,24600,525,"MI",NA,"Allendale",21541,"Great Lakes","Suburban"
"533","Central Michigan University","www.cmich.edu","netconnect.cmich.edu/netpricecalculator",32,4,1,0.6893,"Large","Bachelor Degree",0.4434,0.5566,3,19954,509,525,-84.775275,43.591137,26942,NA,"MI",NA,"Mount Pleasant",22357,"Great Lakes","Suburban"
"534","Northern Essex Community College","www.necc.mass.edu/","www.necc.mass.edu/getting-started/cost-of-attendance/estimating-your-costs/",21,2,1,NA,"Large","Associate Degree",0.3763,0.6237,2,6010,NA,NA,-71.047475,42.796148,7520,NA,"MA",0.1579,"Haverhill",12775,"Northeast","Suburban"
"535","University of Detroit Mercy","www.udmercy.edu","www.udmercy.edu/apply/financial_aid/cost/netprice/index.htm",11,4,2,0.6152,"Mid-sized","Bachelor Degree",0.3444,0.6556,3,2586,545,570,-83.138369,42.417168,21500,545,"MI",NA,"Detroit",49675,"Great Lakes","Urban"
"536","Worcester State University","www.worcester.edu","www.worcester.edu/NetPriceCalculator/npcalc.htm",12,4,1,0.6814,"Mid-sized","Bachelor Degree",0.4,0.6,3,5049,490,505,-71.844019,42.267534,18740,485,"MA",NA,"Worcester",19482,"Northeast","Urban"
"537","Calvin College","www.calvin.edu","https://calvin.studentaidcalculator.com/survey.aspx",12,4,2,0.7546,"Mid-sized","Bachelor Degree",0.4661,0.5339,3,3788,595,615,-85.587548,42.929916,25750,NA,"MI",NA,"Grand Rapids",42078,"Great Lakes","Urban"
"538","Andrews University","www.andrews.edu","www.andrews.edu/go/npc",31,4,2,0.3607,"Small","Bachelor Degree",0.4496,0.5504,3,1513,530,515,-86.356866,41.962914,26648.5,520,"MI",NA,"Berrien Springs",36206,"Great Lakes","Suburban"
"539","Dorsey Business Schools-Southgate","www.dorsey.edu","www.dorsey.edu/npcalc.htm",21,1,3,NA,"Small","Certificate Degree",0.0818,0.9182,1,123,NA,NA,-83.216005,42.21323,8356,NA,"MI",0.5946,"Southgate",30563,"Great Lakes","Suburban"
"540","Grace Bible College","www.gbcol.edu","www.gbcol.edu/admissions/traditional/financial-aid/net-price-calculator",13,3,2,0.8204,"Small","Bachelor Degree",0.5165,0.4835,3,789,NA,NA,-85.692077,42.919541,22761,NA,"MI",NA,"Wyoming",20786,"Great Lakes","Urban"
"541","Oakland Community College","https://www.oaklandcc.edu","https://www.oaklandcc.edu/FinAid",21,2,1,NA,"Large","Associate Degree",0.4094,0.5906,2,16462,NA,NA,-83.430388,42.620538,6800,NA,"MI",0.1067,"Bloomfield Hills",9084,"Great Lakes","Suburban"
"542","Macomb Community College","www.macomb.edu","www.macomb.edu",12,2,1,NA,"Large","Associate Degree",0.5033,0.4967,2,15955,NA,NA,-82.97373,42.507039,3500,NA,"MI",0.1207,"Warren",11269,"Great Lakes","Urban"
"543","Oakland University","www.oakland.edu","www.oakland.edu/npc",21,4,1,0.6214,"Large","Bachelor Degree",0.3986,0.6014,3,16392,NA,NA,-83.220523,42.67449,23198.5,NA,"MI",NA,"Rochester Hills",19475,"Great Lakes","Suburban"
"544","Mid Michigan Community College","www.midmich.edu","www.midmich.edu/?gid=2&sid=32&pid=2869",41,2,1,NA,"Mid-sized","Associate Degree",0.4645,0.5355,2,2780,NA,NA,-84.763715,43.969586,16297.5,NA,"MI",0.0953,"Harrison",11649,"Great Lakes","Rural"
